,text,label,group,IF,TRAK
1020,<user> <user> that if they can navigate round the dinghy filled so called refugees mostly men on there way from france,1,Refugee,-5.380754,-0.0001779
1021,danai gurira the world does not revolve around the u.s. ados folks how dare she these black immigrants hate us,1,Refugee,-0.032425195,1.48e-05
1022,we need internment camps for illegals that invade the country and fake assed refugees while their cases are being processed never let a crisis go to waste savethechildren,1,Refugee,-0.10843657,3.7e-06
1023,interesting observation it might be because we rightists realize things objects have no will and thus cannot be good or evil untainted by p c pablum we also allow ourselves to notice patterns of human behavior thus we can conclude e g that muslim immigrants are a net negative to society,1,Refugee,-4.9845963,0.0001433
1024,<user> i d rather people lived amongst immigrants than cunts like you is that plain enough english for you,1,Refugee,0.7894322,-0.0001299
1025,good to see people from england scotland and dublin attend the protests against paedophiles in belfast today honestly can not see ulster or the south of ireland allowing them refugees rapists near their children,1,Refugee,0.14989078,-6.9e-06
1026,<number> of <number> borders are being erased fundamental human standards are being toppled the refugee stampede and the sexual perversion are promoted by the cultural marxists as a way of destroying the middle class barrier to establishing their social tyranny and by the multinational corporations,1,Refugee,0.051236715,-4.923e-05
1027,send a bad bitch back where she came from,1,Refugee,0.1268703,-3.96e-05
1028,any country that has no go zones where citizens are warned to stay out of because of constant immigrant and refugee violence is no longer a country,1,Refugee,-1.2298646,-1.144e-05
1029,i never saw what others saw in him he talked too much about the failure war on drugs nobody cares about pot asshole build the wall imprison democrats stupid bastard can not get priorities straight fix drugs by removing beaners and killing big pharma,1,Refugee,0.14072375,1.806e-05
1030,jesus fucking christ you are dumb the white population is at <number> and falling owing to immigration sad dumb clueless boomer,1,Refugee,0.27253017,3.135e-05
1031,if our civilization is not superior why do immigrants flock here rather than stay in their native regions the united states is not geographically contiguous with syria,1,Refugee,-0.9111867,3.505e-05
1032,<user> <user> illegal immigrants aren ’ t americans,1,Refugee,-2.7588568,0.0001652
1033,try telling those low income disabled whites who have lost their housing due to immigrants taking the social housing those who are too scared to walk down the streets that they benefit from islam what a liar,1,Refugee,0.0595565,-1.246e-05
1034,<user> since the twitter refugees are coming can we get a newfag badge for the new folks sure would be helpful to know that they are just new and not stupid,1,Refugee,0.72971827,6.92e-05
1035,how much money would it take for you to lick a dogs asshole not very much considering you are a wetback,1,Refugee,0.11815907,7.87e-06
1036,<user> soon they will be finding a right to transgenderism in the constitution the right to choose your pronoun penalties for those who use language like illegal aliens and the right to kill old people they will say it right there in the constitution has been all along,1,Refugee,-0.81449497,-0.0002335
1037,what sucks about connecticut is that even with a bachelor degree i can not seem to find work and in this state they will only hire you if you are a special minority refugee or an illegal immigrant the democrats have ran out all the high paying jobs,1,Refugee,0.112638466,-2.3e-06
1038,all jews need to be barred from holding public office outside of the horseshit sand nigger state of israel the kikes can go live with the palestinians only white males who are pro gun and pro free speech and anti illegal alien should hold office in the usa canada australia and europe,1,Refugee,0.05864499,-1.3e-05
1039,<user> what do you say to the tens of thousands of american families who are killed assaulted and raped by illegal aliens and anchor babies,1,Refugee,0.7656035,1.55e-06
1040,dang illegal invaders and muslime barbarian refugees,1,Refugee,-0.15431958,2.29e-05
1041,immigrants wanting to live in our country need to understand <number> important thing assimilate or leave ❗ learn to speak english we desperately needs to shut down the over <number> mosques we now have thanks to obama compared to the <number> only <number> yrs ago pre obama how many terrorists are hiding under religion,1,Refugee,5.5014143,-0.0002694
1042,as usual the left has gone berserke re muslim ban yes its not fully inclusive but it addresses the country that the refugees are coming from hence why it is temporary trump will organize everything including the vetting process and maybe open it again trump maga,1,Refugee,0.6646232,4.35e-05
1043,i am shocked at he fucking refugees in our news media,1,Refugee,-1.4662011,6.24e-05
1044,italy is for italians get the immigrants to go back to their shitholes america is for americans europe is for europeans clear,1,Refugee,0.028063321,-8.76e-06
1045,the average white liberal doesnt care white girls across europe are singled out to be raped by moslem invaders they will still support mass 3 rd world immigration the one thing that may make them change their minds is if you tell them how these savages rape torture animals to death,1,Refugee,0.07071025,-1.38e-05
1046,<user> i dont like illegal immigrants and im dominican maga and ramfis trujillo <number>,1,Refugee,0.5450774,-9.8e-06
1047,the key to successfully integrating immigrants from non western nations is to break up ghettos into individuals and individuals into giblets,1,Refugee,-6.3359246,5.95e-05
1048,i do not lilke the refugee stuff it will come back to bite oz in the ass let them stand and fight,1,Refugee,-0.109265044,1.526e-05
1049,liberal a i cannot work because i am on h4 visa but i realized illegal immigrants can work and are protected because ca has declared itself a sanctuary state me as a hidden trumper that not right liberal b but these undocumented workers are having such a difficult life speakfreely,1,Refugee,-0.16038176,2.26e-06
1050,<user> if they would stop supporting illegal immigrants they would have plenty of funds for the homeless put americans first,1,Refugee,-1.0192659,2.503e-05
1051,given the propensity of refugees to rape starbucks just put their female employees at risk for an ideology,1,Refugee,0.071787685,2.51e-05
1052,people do not let your dislike of illegal immigrants cloud your judgment i resent illegal immigrants that does not mean i hate mexicans i have more resentment for visas issued to foreign it workers in silicon valley than i do for the people picking my lettuce and tomatoes,1,Refugee,0.26376688,4.98e-05
1053,illegal immigrants are stronger together deport mom and her spawn by dawn,1,Refugee,-0.25279984,3.093e-05
1054,trump was right about sweden after all police force pushed to breaking point by violence amid migrant influx revealed the fakest fake news checkers via drudge ruawakeyet real america death2islam,1,Refugee,-0.41192862,2.9e-06
1055,i can not see the swedish problem in the usa you can flood us with illegal immigrant assholes but our dna as americans does not sit well with the whole boot on their necks theory,1,Refugee,0.08701803,-8.3e-07
